Category	Term	Count	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	IL1R1
GOTERM_BP_FAT	GO:0032436~positive regulation of proteasomal ubiquitin-dependent protein catabolic process	5	0.026331809	"XBP1, RNF114, RNF19A, RCHY1, TRIB1"	258	73	16650	4.420197515	1	1	1	
GOTERM_BP_FAT	GO:0016477~cell migration	28	0.026973604	"FOXC1, PRKX, PTPRK, FLRT3, HES1, ZSWIM6, LBP, LYN, EPHA4, XBP1, EDN1, EGR3, ANXA1, RBFOX2, IGFBP5, IL1R1, ANXA3, FN1, PRPF40A, SULF1, ANLN, HCK, FGF18, MYH9, FGF13, TRIB1, MET, MATN2"	258	1184	16650	1.526162791	1	1	1	
GOTERM_BP_FAT	GO:0031668~cellular response to extracellular stimulus	8	0.027118352	"LYN, KLF10, CDKN2B, XBP1, MIOS, NUDT1, EIF2AK3, FNIP1"	258	188	16650	2.746165265	1	1	1	
GOTERM_BP_FAT	GO:0007409~axonogenesis	13	0.027133529	"EPHA4, FN1, ADCY1, SYNGAP1, LHX2, FLRT3, DPYSL2, ANOS1, BMPR1B, FGF13, SPTAN1, SPTBN1, MATN2"	258	413	16650	2.031364379	1	1	1	
GOTERM_BP_FAT	GO:0001525~angiogenesis	13	0.027133529	"XBP1, EDN1, FOXC1, EGR3, ANXA3, EIF2AK3, FN1, PRKX, SULF1, PLXDC1, FGF18, RLN2, MYH9"	258	413	16650	2.031364379	1	1	1	
GOTERM_BP_FAT	GO:0006518~peptide metabolic process	21	0.028863693	"PTCD3, GSTK1, PRORSD1P, IGFBP5, IDH1, EIF2AK3, MGST2, MRPL47, GDAP1, MRPS5, MRPL32, GLE1, PURA, MRPL1, RPL7L1, CPE, DGCR8, PAM, MTRF1L, SLC25A6, FARSB"	258	818	16650	1.656763519	1	1	1	
GOTERM_BP_FAT	GO:0006913~nucleocytoplasmic transport	14	0.029053711	"BARD1, XBP1, NUP205, OGG1, RANBP6, GLE1, TMCO6, FIP1L1, SMN2, G3BP2, HES1, SMN1, ECT2, SPTBN1"	258	465	16650	1.942985746	1	1	1	
GOTERM_BP_FAT	GO:1901135~carbohydrate derivative metabolic process	29	0.02918214	"GALNT12, FOXC1, TNKS, OGG1, NUDT1, GXYLT2, HMMR, ADCY1, HK2, NT5E, GM2A, MGAT5, ST3GAL5, PMPCB, MAN1A1, ST3GAL1, ALG1L2, EDN1, TIPARP, SLC35C2, CHCHD10, SIRT5, NAGA, HS3ST5, SULF1, PIGA, RLN2, BMPR1B, PDE7A"	258	1247	16650	1.500811249	1	1	1	
GOTERM_BP_FAT	GO:0043067~regulation of programmed cell death	32	0.029471064	"SRPX, FOXC1, TRIO, MAGED1, OGG1, XIAP, PARL, CASP8, RASSF2, SYNGAP1, FNIP1, ECT2, RBM5, BARD1, LYN, CAST, XBP1, NQO2, EDN1, EGR3, ANXA1, EYA2, EIF2AK3, SIRT5, ARHGAP10, HCK, ITCH, C8ORF44-SGK3, STK17B, SGK3, BMPR1B, MET"	258	1413	16650	1.461511875	1	1	1	
GOTERM_BP_FAT	GO:0023014~signal transduction by protein phosphorylation	22	0.030915259	"LYN, EPHA4, NQO2, XBP1, EDN1, PPM1L, IRS1, MAGED1, STK39, FN1, DUSP18, ACVR2A, CRKL, ITCH, RASSF2, SYNGAP1, FGF18, TRIB1, BMPR1B, FGF13, SPTAN1, SPTBN1"	258	877	16650	1.61889104	1	1	1	
GOTERM_BP_FAT	GO:0043542~endothelial cell migration	7	0.032414759	"EDN1, EGR3, ANXA3, FGF18, MYH9, PRKX, MET"	258	154	16650	2.933403805	1	1	1	
GOTERM_BP_FAT	GO:0043065~positive regulation of apoptotic process	16	0.032505752	"LYN, BARD1, SRPX, NQO2, XBP1, TRIO, ANXA1, MAGED1, EIF2AK3, CASP8, RASSF2, STK17B, ECT2, FNIP1, BMPR1B, RBM5"	258	572	16650	1.805171573	1	1	1	
GOTERM_BP_FAT	GO:0051169~nuclear transport	14	0.032520123	"BARD1, XBP1, NUP205, OGG1, RANBP6, GLE1, TMCO6, FIP1L1, SMN2, G3BP2, HES1, SMN1, ECT2, SPTBN1"	258	473	16650	1.910123408	1	1	1	
GOTERM_BP_FAT	GO:0048534~hematopoietic or lymphoid organ development	20	0.032895712	"LYN, KLF10, CDKN2B, XBP1, FOXC1, EGR3, ANXA1, RBFOX2, TIPARP, PRKX, ACVR2A, CRKL, ANLN, CASP8, RASSF2, PIR, MYH9, HES1, FNIP1, TRIB1"	258	778	16650	1.65899444	1	1	1	
GOTERM_BP_FAT	GO:0044092~negative regulation of molecular function	26	0.033810521	"TNKS, STK39, CCM2L, XIAP, DUSP18, TFPI, CASP8, FLRT3, PDE6D, PHACTR2, FBXO5, FNIP1, LYN, CAST, ZNF462, CDKN2B, ANXA1, NIFK, ANXA3, CRIM1, LMTK2, CHCHD10, ITCH, LHX2, ANOS1, TRIB1"	258	1100	16650	1.525369979	1	1	1	
GOTERM_BP_FAT	GO:0043603~cellular amide metabolic process	24	0.034542992	"PTCD3, GSTK1, PRORSD1P, IGFBP5, IDH1, EIF2AK3, MGST2, MRPL47, GDAP1, MRPS5, MRPL32, GLE1, PURA, MRPL1, GM2A, RPL7L1, ST3GAL5, CPE, DGCR8, PAM, ST3GAL1, MTRF1L, SLC25A6, FARSB"	258	994	16650	1.558186327	1	1	1	
GOTERM_BP_FAT	GO:0051248~negative regulation of protein metabolic process	25	0.034718943	"KDM3A, STK39, XIAP, DUSP18, TFPI, PURA, CASP8, RASSF2, FLRT3, DGCR8, FBXO5, FNIP1, LYN, CAST, CDKN2B, XBP1, EDN1, IGFBP5, CRIM1, EIF2AK3, ITCH, ANOS1, BCOR, TRIB1, PTPN3"	258	1049	16650	1.538009622	1	1	1	
GOTERM_BP_FAT	GO:0043068~positive regulation of programmed cell death	16	0.035130873	"LYN, BARD1, SRPX, NQO2, XBP1, TRIO, ANXA1, MAGED1, EIF2AK3, CASP8, RASSF2, STK17B, ECT2, FNIP1, BMPR1B, RBM5"	258	577	16650	1.789528838	1	1	1	
GOTERM_BP_FAT	GO:0072359~circulatory system development	23	0.03596225	"XBP1, EDN1, FOXC1, SEC24B, EGR3, ANXA3, TIPARP, CCM2L, EIF2AK3, FN1, PRKX, SULF1, PLXDC1, ANTXR1, CRKL, FLRT3, FGF18, RLN2, MYH9, CPE, HES1, BCOR, PAM"	258	945	16650	1.570690292	1	1	1	
GOTERM_BP_FAT	GO:0072358~cardiovascular system development	23	0.03596225	"XBP1, EDN1, FOXC1, SEC24B, EGR3, ANXA3, TIPARP, CCM2L, EIF2AK3, FN1, PRKX, SULF1, PLXDC1, ANTXR1, CRKL, FLRT3, FGF18, RLN2, MYH9, CPE, HES1, BCOR, PAM"	258	945	16650	1.570690292	1	1	1	
GOTERM_BP_FAT	GO:0030334~regulation of cell migration	18	0.037093808	"LYN, XBP1, EDN1, ANXA1, IGFBP5, IL1R1, ANXA3, FN1, PRKX, PTPRK, SULF1, C8ORF44-SGK3, FGF18, ZSWIM6, SGK3, LBP, TRIB1, MET"	258	685	16650	1.695807163	1	1	1	
GOTERM_BP_FAT	GO:0051674~localization of cell	30	0.037126171	"FOXC1, PRKX, PTPRK, FLRT3, HES1, ZSWIM6, LBP, LYN, EPHA4, XBP1, EDN1, EGR3, ANXA1, RBFOX2, IGFBP5, IL1R1, ANXA3, FN1, PRPF40A, SULF1, ANLN, HCK, C8ORF44-SGK3, FGF18, MYH9, SGK3, FGF13, TRIB1, MET, MATN2"	258	1330	16650	1.455674069	1	1	1	
GOTERM_BP_FAT	GO:0048870~cell motility	30	0.037126171	"FOXC1, PRKX, PTPRK, FLRT3, HES1, ZSWIM6, LBP, LYN, EPHA4, XBP1, EDN1, EGR3, ANXA1, RBFOX2, IGFBP5, IL1R1, ANXA3, FN1, PRPF40A, SULF1, ANLN, HCK, C8ORF44-SGK3, FGF18, MYH9, SGK3, FGF13, TRIB1, MET, MATN2"	258	1330	16650	1.455674069	1	1	1	
GOTERM_BP_FAT	GO:0032543~mitochondrial translation	6	0.037282542	"PTCD3, MRPL1, MRPL47, MTRF1L, MRPL32, MRPS5"	258	119	16650	3.253859683	1	1	1	
GOTERM_BP_FAT	GO:0000042~protein targeting to Golgi	3	0.037562266	"RGPD6, RGPD5, RGPD8"	258	20	16650	9.680232558	1	1	1	
GOTERM_BP_FAT	GO:0030097~hemopoiesis	19	0.038360327	"LYN, KLF10, CDKN2B, XBP1, FOXC1, EGR3, ANXA1, RBFOX2, TIPARP, PRKX, ACVR2A, ANLN, CASP8, RASSF2, PIR, MYH9, HES1, FNIP1, TRIB1"	258	739	16650	1.659218932	1	1	1	
GOTERM_BP_FAT	GO:0032355~response to estradiol	6	0.039606538	"DDX18, CASP8, ANXA1, OGG1, TFPI, PAM"	258	121	16650	3.200076879	1	1	1	
GOTERM_BP_FAT	GO:0031663~lipopolysaccharide-mediated signaling pathway	4	0.039804522	"LYN, HCK, LBP, TRIB1"	258	49	16650	5.268153773	1	1	1	
GOTERM_BP_FAT	GO:0030099~myeloid cell differentiation	11	0.040671835	"LYN, KLF10, CDKN2B, RBFOX2, CASP8, RASSF2, PIR, MYH9, PRKX, TRIB1, ACVR2A"	258	343	16650	2.069631839	1	1	1	
GOTERM_BP_FAT	GO:0006928~movement of cell or subcellular component	38	0.041400728	"FOXC1, PRKX, PTPRK, FLRT3, DPYSL2, HES1, ZSWIM6, LBP, SPTAN1, SPTBN1, LYN, EPHA4, XBP1, EDN1, EGR3, ANXA1, RBFOX2, IGFBP5, IL1R1, ANXA3, FN1, PRPF40A, SULF1, ANLN, HCK, LHX2, C8ORF44-SGK3, KIF4A, TTLL1, FGF18, ANOS1, MYH9, SGK3, BMPR1B, FGF13, TRIB1, MET, MATN2"	258	1795	16650	1.366198095	1	1	1	
GOTERM_BP_FAT	GO:0042981~regulation of apoptotic process	31	0.041682656	"SRPX, FOXC1, TRIO, MAGED1, OGG1, XIAP, PARL, CASP8, RASSF2, SYNGAP1, FNIP1, ECT2, RBM5, BARD1, LYN, CAST, XBP1, NQO2, EDN1, EGR3, ANXA1, EYA2, EIF2AK3, SIRT5, ARHGAP10, HCK, ITCH, C8ORF44-SGK3, STK17B, SGK3, BMPR1B"	258	1400	16650	1.428986711	1	1	1	
GOTERM_BP_FAT	GO:0070125~mitochondrial translational elongation	5	0.042538798	"PTCD3, MRPL1, MRPL47, MRPL32, MRPS5"	258	85	16650	3.796169631	1	1	1	
GOTERM_BP_FAT	GO:0048812~neuron projection morphogenesis	15	0.042924477	"EPHA4, RBFOX2, FN1, ADCY1, SYNGAP1, LHX2, FLRT3, DPYSL2, ANOS1, ZSWIM6, BMPR1B, FGF13, SPTAN1, SPTBN1, MATN2"	258	543	16650	1.782731595	1	1	1	
GOTERM_BP_FAT	GO:0061564~axon development	13	0.044262467	"EPHA4, FN1, ADCY1, SYNGAP1, LHX2, FLRT3, DPYSL2, ANOS1, BMPR1B, FGF13, SPTAN1, SPTBN1, MATN2"	258	445	16650	1.885288738	1	1	1	
GOTERM_BP_FAT	GO:0006471~protein ADP-ribosylation	3	0.044761588	"TNKS, TIPARP, SIRT5"	258	22	16650	8.800211416	1	1	1	
GOTERM_BP_FAT	GO:1901800~positive regulation of proteasomal protein catabolic process	5	0.0456817	"XBP1, RNF114, RNF19A, RCHY1, TRIB1"	258	87	16650	3.708901363	1	1	1	
GOTERM_BP_FAT	GO:1901137~carbohydrate derivative biosynthetic process	19	0.045841013	"ALG1L2, GALNT12, EDN1, TNKS, TIPARP, SLC35C2, SIRT5, CHCHD10, HS3ST5, ADCY1, GXYLT2, NT5E, MGAT5, PIGA, RLN2, ST3GAL5, MAN1A1, BMPR1B, ST3GAL1"	258	756	16650	1.621908453	1	1	1	
GOTERM_BP_FAT	GO:0045732~positive regulation of protein catabolic process	9	0.046809171	"BARD1, XBP1, RNF114, TIPARP, RNF19A, FBXO5, FBXL5, RCHY1, TRIB1"	258	257	16650	2.259976473	1	1	1	
GOTERM_BP_FAT	GO:0071496~cellular response to external stimulus	9	0.046809171	"LYN, KLF10, CDKN2B, XBP1, CASP8, MIOS, NUDT1, EIF2AK3, FNIP1"	258	257	16650	2.259976473	1	1	1	
GOTERM_BP_FAT	GO:0072600~establishment of protein localization to Golgi	3	0.048536718	"RGPD6, RGPD5, RGPD8"	258	23	16650	8.417593529	1	1	1	
GOTERM_BP_FAT	GO:0010942~positive regulation of cell death	16	0.049949102	"LYN, BARD1, SRPX, NQO2, XBP1, TRIO, ANXA1, MAGED1, EIF2AK3, CASP8, RASSF2, STK17B, ECT2, FNIP1, BMPR1B, RBM5"	258	607	16650	1.70108425	1	1	1	
GOTERM_BP_FAT	GO:0010038~response to metal ion	10	0.050038658	"EDN1, CASP8, TRPC1, OGG1, NUDT1, EIF2AK3, CPOX, ADCY1, ECT2, PAM"	258	308	16650	2.095288432	1	1	1	
GOTERM_BP_FAT	GO:0030282~bone mineralization	5	0.050632739	"KLF10, EIF2AK3, BCOR, BMPR1B, ACVR2A"	258	90	16650	3.585271318	1	1	1	
GOTERM_BP_FAT	GO:0044344~cellular response to fibroblast growth factor stimulus	6	0.051139178	"RBFOX2, EGR3, FLRT3, FGF18, ANOS1, SULF1"	258	130	16650	2.978533095	1	1	1	
GOTERM_BP_FAT	GO:0002520~immune system development	20	0.051641926	"LYN, KLF10, CDKN2B, XBP1, FOXC1, EGR3, ANXA1, RBFOX2, TIPARP, PRKX, ACVR2A, CRKL, ANLN, CASP8, RASSF2, PIR, MYH9, HES1, FNIP1, TRIB1"	258	821	16650	1.572104354	1	1	1	
GOTERM_BP_FAT	GO:0045862~positive regulation of proteolysis	11	0.051856625	"XBP1, RNF114, CASP8, RNF19A, EIF2AK3, FN1, MYH9, FBXO5, RCHY1, TRIB1, ANTXR1"	258	358	16650	1.982915422	1	1	1	
GOTERM_BP_FAT	GO:1902107~positive regulation of leukocyte differentiation	6	0.052529843	"KLF10, XBP1, EGR3, CASP8, ANXA1, TRIB1"	258	131	16650	2.955796201	1	1	1	
GOTERM_BP_FAT	GO:0051240~positive regulation of multicellular organismal process	31	0.052838924	"FOXC1, MAGED1, SLC1A1, CCM2L, CASP8, FLRT3, HES1, LBP, ECT2, SPTBN1, PLS1, KLF10, LYN, EPHA4, XBP1, EDN1, ZHX3, EGR3, ANXA1, ANXA3, TPBG, FN1, EIF2AK3, SULF1, ACVR2A, RHEB, FGF18, RLN2, BMPR1B, TRIB1, MET"	258	1431	16650	1.398030325	1	1	1	
GOTERM_BP_FAT	GO:0071216~cellular response to biotic stimulus	7	0.054708376	"LYN, HCK, XBP1, EIF2AK3, LBP, TFPI, TRIB1"	258	175	16650	2.581395349	1	1	1	
GOTERM_BP_FAT	GO:2000026~regulation of multicellular organismal development	36	0.054731173	"FOXC1, MAGED1, PRKX, CASP8, RASSF2, SYNGAP1, FLRT3, DPYSL2, HES1, ZSWIM6, FNIP1, ECT2, KLF10, LYN, EPHA4, XBP1, ZHX2, EDN1, SEC24B, EGR3, ANXA1, RBFOX2, ANXA3, TPBG, FN1, EIF2AK3, GRHL1, SULF1, ACVR2A, RHEB, FGF18, RLN2, BCOR, BMPR1B, FGF13, TRIB1"	258	1721	16650	1.349945272	1	1	1	
GOTERM_BP_FAT	GO:0035767~endothelial cell chemotaxis	3	0.056415883	"EGR3, FGF18, MET"	258	25	16650	7.744186047	1	1	1	
GOTERM_BP_FAT	GO:0005975~carbohydrate metabolic process	19	0.057274466	"ALG1L2, GALNT12, IGFBP5, TNKS, IRS1, TIPARP, IDH1, SLC35C2, SIRT5, NAGA, GXYLT2, PHKA2, HK2, GM2A, MGAT5, ST3GAL5, MAN1A1, GALM, ST3GAL1"	258	778	16650	1.576044718	1	1	1	
GOTERM_BP_FAT	GO:0071705~nitrogen compound transport	18	0.057630608	"LYN, SLC22A4, EDN1, NUP205, ANXA1, TNKS, IRS1, SLC35C2, SLC1A1, SLC52A3, EIF2AK3, SLC16A10, GLE1, FIP1L1, KCNS3, G3BP2, SLC25A6, ABCG2"	258	725	16650	1.602245389	1	1	1	
GOTERM_BP_FAT	GO:0071774~response to fibroblast growth factor	6	0.059811889	"RBFOX2, EGR3, FLRT3, FGF18, ANOS1, SULF1"	258	136	16650	2.847127223	1	1	1	
GOTERM_BP_FAT	GO:0006414~translational elongation	6	0.059811889	"PTCD3, PRORSD1P, MRPL1, MRPL47, MRPL32, MRPS5"	258	136	16650	2.847127223	1	1	1	
GOTERM_BP_FAT	GO:0044085~cellular component biogenesis	56	0.060282402	"SRPX, PTPRK, ANTXR1, MAIP1, CASP8, MRPL1, TRIM4, PLS3, FBXO5, SPTAN1, RBM5, PLS1, UTP15, EDN1, GPX3, VBP1, HCK, DKC1, RPL7L1, TMSB15B, SRFBP1, NUP205, TNKS, STX18, SLC1A1, XIAP, FLRT3, SMN2, HES1, SMN1, FNIP1, ECT2, SPTBN1, SEC24B, NIFK, PNO1, TPBG, FN1, EIF2AK3, PCDHB11, RANBP6, PCDHB10, ANLN, PCDHB2, KIF4A, KCNS3, TTLL1, PCDHB6, PCDHB5, PCDHB4, PCDHB3, FGF13, PCDHB9, PAM, RAB3GAP1, FARSB"	258	2914	16650	1.240203668	1	1	1	
GOTERM_BP_FAT	GO:0048678~response to axon injury	4	0.060347455	"LYN, EPHA4, FLRT3, MATN2"	258	58	16650	4.450681636	1	1	1	
GOTERM_BP_FAT	GO:1903725~regulation of phospholipid metabolic process	4	0.060347455	"LYN, XBP1, IRS1, IDH1"	258	58	16650	4.450681636	1	1	1	
GOTERM_BP_FAT	GO:0008610~lipid biosynthetic process	16	0.060469981	"MTMR1, PECR, XBP1, EDN1, ANXA1, ACSS2, PPM1L, IRS1, IDH1, MGST2, SQLE, PTDSS1, PIGA, FGF18, ST3GAL5, ST3GAL1"	258	624	16650	1.654740608	1	1	1	
GOTERM_BP_FAT	"GO:0000301~retrograde transport, vesicle recycling within Golgi"	3	0.060511426	"RGPD6, RGPD5, RGPD8"	258	26	16650	7.446332737	1	1	1	
GOTERM_BP_FAT	GO:0001573~ganglioside metabolic process	3	0.060511426	"GM2A, ST3GAL5, ST3GAL1"	258	26	16650	7.446332737	1	1	1	
GOTERM_BP_FAT	GO:0051247~positive regulation of protein metabolic process	32	0.061120778	"MAGED1, XIAP, ADCY1, RCHY1, ANTXR1, CRKL, CASP8, RNF114, RASSF2, FNTA, RNF19A, HES1, LBP, FBXO5, FNIP1, ECT2, BARD1, LYN, EPHA4, XBP1, NQO2, EDN1, TIPARP, FN1, EIF2AK3, ACVR2A, FGF18, MYH9, FGF13, TRIB1, FBXL5, RAB3GAP1"	258	1508	16650	1.369440503	1	1	1	
GOTERM_BP_FAT	GO:0043086~negative regulation of catalytic activity	20	0.061443161	"LYN, CAST, CDKN2B, ANXA1, NIFK, ANXA3, CRIM1, LMTK2, XIAP, CHCHD10, DUSP18, TFPI, CASP8, FLRT3, ANOS1, PDE6D, PHACTR2, FBXO5, FNIP1, TRIB1"	258	839	16650	1.538376251	1	1	1	
GOTERM_BP_FAT	GO:0010941~regulation of cell death	32	0.06154971	"SRPX, FOXC1, TRIO, MAGED1, OGG1, XIAP, PARL, CASP8, RASSF2, SYNGAP1, FNIP1, ECT2, RBM5, BARD1, LYN, CAST, XBP1, NQO2, EDN1, EGR3, ANXA1, EYA2, EIF2AK3, SIRT5, ARHGAP10, HCK, ITCH, C8ORF44-SGK3, STK17B, SGK3, BMPR1B, MET"	258	1509	16650	1.368532988	1	1	1	
GOTERM_BP_FAT	GO:1901136~carbohydrate derivative catabolic process	7	0.063849818	"NT5E, GM2A, OGG1, NUDT1, NAGA, HMMR, PDE7A"	258	182	16650	2.482110912	1	1	1	
GOTERM_BP_FAT	GO:0010631~epithelial cell migration	8	0.064322746	"ANLN, EDN1, EGR3, ANXA3, FGF18, MYH9, PRKX, MET"	258	228	16650	2.264381885	1	1	1	
GOTERM_BP_FAT	GO:0034645~cellular macromolecule biosynthetic process	90	0.064780226	"GALNT12, IRS1, OGG1, GXYLT2, PTPRK, MRPL32, GLE1, MRPL1, DGCR8, EPC2, MAN1A1, FBXO5, LMCD1, KLF10, ZHX2, EDN1, ZHX3, PRORSD1P, RBFOX2, IGFBP5, ANXA3, SLC35C2, HUS1, SIRT5, MRPL47, CDYL, MRPS5, SAP30, HCK, DKC1, RPL7L1, PIGA, ZSCAN21, RBMS1, SRFBP1, SGK3, TOP1, TRIB1, MET, VGLL1, MTRF1L, SLC25A6, KDM3A, FOXC1, MAGED1, TNKS, ZBTB43, XIAP, RCHY1, GTF2E1, CDKN2AIP, PURA, FIP1L1, MGAT5, SMN2, ST3GAL5, HES1, OTX1, SMN1, FNIP1, ST3GAL1, ZSCAN16, BARD1, ALG1L2, PTCD3, ZNF462, ABCA2, CDKN2B, XBP1, EGR3, NIFK, EYA2, TIPARP, EIF2AK3, PBX2, HS3ST5, GRHL1, SULF1, ACVR2A, ITCH, ZNF618, LHX2, C8ORF44-SGK3, PIR, BCOR, BMPR1B, MXD1, PAM, RAB3GAP1, FARSB"	258	5012	16650	1.158846675	1	1	1	
GOTERM_BP_FAT	GO:0043604~amide biosynthetic process	18	0.065844786	"PTCD3, PRORSD1P, IGFBP5, EIF2AK3, MGST2, MRPL47, MRPS5, MRPL32, GLE1, PURA, MRPL1, RPL7L1, ST3GAL5, DGCR8, ST3GAL1, MTRF1L, SLC25A6, FARSB"	258	736	16650	1.578298787	1	1	1	
GOTERM_BP_FAT	GO:2000145~regulation of cell motility	18	0.065844786	"LYN, XBP1, EDN1, ANXA1, IGFBP5, IL1R1, ANXA3, FN1, PRKX, PTPRK, SULF1, C8ORF44-SGK3, FGF18, ZSWIM6, SGK3, LBP, TRIB1, MET"	258	736	16650	1.578298787	1	1	1	
GOTERM_BP_FAT	GO:0090132~epithelium migration	8	0.067972838	"ANLN, EDN1, EGR3, ANXA3, FGF18, MYH9, PRKX, MET"	258	231	16650	2.234974328	1	1	1	
GOTERM_BP_FAT	GO:0014070~response to organic cyclic compound	21	0.068215967	"LYN, ABCA2, DDX18, KDM3A, EDN1, ANXA1, RBFOX2, IGFBP5, ANXA3, TIPARP, OGG1, IDH1, ADCY1, FBXO32, TFPI, CASP8, KYNU, DPYSL2, DGCR8, PLIN2, PAM"	258	906	16650	1.495841676	1	1	1	
GOTERM_BP_FAT	GO:1903364~positive regulation of cellular protein catabolic process	7	0.069183991	"XBP1, RNF114, RNF19A, FBXO5, FBXL5, RCHY1, TRIB1"	258	186	16650	2.428732183	1	1	1	
GOTERM_BP_FAT	GO:0006606~protein import into nucleus	9	0.069659557	"XBP1, NUP205, TMCO6, OGG1, G3BP2, HES1, ECT2, RANBP6, SPTBN1"	258	280	16650	2.074335548	1	1	1	
GOTERM_BP_FAT	GO:0044744~protein targeting to nucleus	9	0.069659557	"XBP1, NUP205, TMCO6, OGG1, G3BP2, HES1, ECT2, RANBP6, SPTBN1"	258	280	16650	2.074335548	1	1	1	
GOTERM_BP_FAT	GO:1902593~single-organism nuclear import	9	0.070576365	"XBP1, NUP205, TMCO6, OGG1, G3BP2, HES1, ECT2, RANBP6, SPTBN1"	258	281	16650	2.066953571	1	1	1	
GOTERM_BP_FAT	GO:0043502~regulation of muscle adaptation	4	0.07078435	"EDN1, IGFBP5, FBXO32, LMCD1"	258	62	16650	4.163540885	1	1	1	
GOTERM_BP_FAT	GO:0008543~fibroblast growth factor receptor signaling pathway	5	0.071184561	"RBFOX2, FLRT3, FGF18, ANOS1, SULF1"	258	101	16650	3.194796224	1	1	1	
GOTERM_BP_FAT	GO:0051270~regulation of cellular component movement	19	0.072083121	"LYN, XBP1, EDN1, ANXA1, IGFBP5, IL1R1, ANXA3, FN1, PRKX, PTPRK, SULF1, C8ORF44-SGK3, FGF18, ZSWIM6, SGK3, LBP, TRIB1, FGF13, MET"	258	802	16650	1.528881285	1	1	1	
GOTERM_BP_FAT	GO:0072655~establishment of protein localization to mitochondrion	7	0.072259815	"CASP8, HES1, MAIP1, GDAP1, HK2, PARL, SLC25A6"	258	188	16650	2.402894607	1	1	1	
GOTERM_BP_FAT	GO:0032008~positive regulation of TOR signaling	3	0.073373116	"XBP1, MIOS, RHEB"	258	29	16650	6.676022454	1	1	1	
GOTERM_BP_FAT	GO:0006633~fatty acid biosynthetic process	6	0.074294279	"PECR, EDN1, XBP1, ANXA1, ACSS2, MGST2"	258	145	16650	2.670408982	1	1	1	
GOTERM_BP_FAT	GO:0009896~positive regulation of catabolic process	10	0.074297426	"BARD1, XBP1, RNF114, IRS1, TIPARP, RNF19A, FBXO5, FBXL5, RCHY1, TRIB1"	258	333	16650	1.937984496	1	1	1	
GOTERM_BP_FAT	GO:0036438~maintenance of lens transparency	2	0.074839856	"FOXC1, STK39"	258	5	16650	25.81395349	1	1	1	
GOTERM_BP_FAT	GO:0090130~tissue migration	8	0.075487836	"ANLN, EDN1, EGR3, ANXA3, FGF18, MYH9, PRKX, MET"	258	237	16650	2.178392699	1	1	1	
GOTERM_BP_FAT	GO:1902531~regulation of intracellular signal transduction	35	0.076108524	"TRIO, IRS1, MAGED1, XIAP, DUSP18, ARHGAP36, PARL, CRKL, CASP8, RASSF2, SYNGAP1, FLRT3, G3BP2, HES1, FNIP1, ECT2, LMCD1, RALGPS1, BARD1, LYN, EPHA4, XBP1, NQO2, EDN1, MIOS, IGFBP5, RALGAPA2, FN1, EIF2AK3, HUS1, ARHGAP10, ITCH, RHEB, FGF18, TRIB1"	258	1714	16650	1.317806844	1	1	1	
GOTERM_BP_FAT	GO:0051641~cellular localization	49	0.076595717	"OGG1, PTPRK, MAIP1, HK2, GLE1, CASP8, SYNGAP1, FNTA, DPYSL2, SPTAN1, PLS1, MIOS, TRPC1, LMTK2, DKC1, TMSB15B, NAAA, MYH9, SLC25A6, NUP205, TNKS, STX18, RGPD6, RGPD5, RGPD8, TSPAN33, PARL, FIP1L1, CLTCL1, G3BP2, SMN2, HES1, SMN1, ECT2, SPTBN1, BARD1, LYN, ABCA2, SEC24B, XBP1, EIF2AK3, RANBP6, GDAP1, TMCO6, KIF4A, CPE, FGF13, DCP1A, RAB3GAP1"	258	2541	16650	1.244474342	1	1	1	
GOTERM_BP_FAT	GO:0045637~regulation of myeloid cell differentiation	7	0.07688959	"LYN, KLF10, RBFOX2, CASP8, RASSF2, TRIB1, ACVR2A"	258	191	16650	2.365152807	1	1	1	
GOTERM_BP_FAT	GO:0070585~protein localization to mitochondrion	7	0.07688959	"CASP8, HES1, MAIP1, GDAP1, HK2, PARL, SLC25A6"	258	191	16650	2.365152807	1	1	1	
GOTERM_BP_FAT	GO:2000108~positive regulation of leukocyte apoptotic process	3	0.077839063	"LYN, ANXA1, FNIP1"	258	30	16650	6.453488372	1	1	1	
GOTERM_BP_FAT	GO:0051094~positive regulation of developmental process	24	0.078512075	"LYN, KLF10, EPHA4, XBP1, EDN1, FOXC1, EGR3, ANXA1, ANXA3, MAGED1, TPBG, FN1, ACVR2A, CRKL, CASP8, FLRT3, RHEB, FGF18, RLN2, HES1, ECT2, TRIB1, BMPR1B, PLS1"	258	1089	16650	1.422256391	1	1	1	
GOTERM_BP_FAT	GO:1901566~organonitrogen compound biosynthetic process	29	0.079808148	"PPM1L, CPOX, MGST2, ADCY1, MRPL32, GLE1, PURA, NT5E, PTDSS1, MRPL1, KYNU, DGCR8, ST3GAL5, ST3GAL1, PTCD3, GSTK1, EDN1, PRORSD1P, IGFBP5, EIF2AK3, CHCHD10, HS3ST5, MRPL47, MRPS5, RPL7L1, RLN2, MTRF1L, FARSB, SLC25A6"	258	1375	16650	1.361099366	1	1	1	
