"","GSM4731601","GSM4731602","GSM4731603","GSM4731604","GSM4731605","GSM4731606","GSM4731607","GSM4731608","GSM4731609","GSM4731610","GSM4731611","GSM4731612","GSM4731613","GSM4731614","GSM4731615","GSM4731616","GSM4731617","GSM4731618"
"PCDHB2",6.549751831,6.376330235,6.650860338,6.637178895,6.307319631,6.362048168,6.290462585,6.521076043,6.272443996,6.208901606,6.156170551,6.081399587,5.324512946,5.435021936,5.672654999,5.380180829,5.41508442,5.381668228
"PCDHB3",7.656177534,7.669471633,7.585885154,7.60480127,7.774020427,7.811625095,7.203919067,7.529346697,7.602983218,7.291943595,7.267333535,7.54526964,5.765392478,6.465703233,5.90811862,5.60146885,5.858441323,5.8225437
"PCDHB4",6.294058481,6.151979354,6.48136045,6.388669572,6.345159865,6.544119659,5.891426392,6.23963885,6.441586656,6.155431959,6.237525657,5.896252841,5.166999387,5.560678025,5.179648438,5.152679015,5.45605107,5.420501989
"PCDHB5",5.879108345,5.963702821,6.138190927,6.085035645,5.920324763,5.739291842,5.715163056,5.82832722,5.940965844,5.836083757,5.885265045,5.910615785,5.267087832,5.459685606,5.434102171,5.094511344,4.804437116,5.362208125
"PCDHB8",7.361048933,7.00910276,7.732528753,7.149008217,7.323987206,7.027312533,7.002453959,7.103117,7.423746441,6.797431835,6.783868694,7.198356247,5.762800371,6.132545783,6.174203343,5.586442367,6.306557753,6.073514914
"PCDHB9",6.215200386,6.237214107,6.335507506,6.368726675,6.40073336,6.305478064,6.110297236,6.209090353,6.459245686,6.246148542,6.231977281,6.250815024,5.331674898,5.188508722,5.558734223,5.335504101,5.486775572,5.552366059
"PCDHB12",5.915719729,5.701122332,5.902129343,5.801461714,6.211010179,5.80435053,5.565933528,5.983124222,6.092561831,5.841615978,5.766495366,5.952602416,5.058112847,5.405635278,5.251734509,5.113167655,5.24160608,5.024632695
"GPX3",6.557508385,6.729782286,6.626552902,6.80878012,6.552057315,6.699218933,6.747606121,6.621115628,6.680102495,6.395255153,6.127691153,6.162381617,5.891535133,5.990171398,6.145902505,5.615458208,5.824034924,6.135434824
"GM2A",6.035364083,6.103954528,6.000821773,6.069827574,5.855917291,6.108678208,6.033604634,6.003379882,5.811993961,5.918341215,5.894661632,5.693136538,5.236091797,5.151000619,4.902732468,4.994009169,4.985657163,5.215240907
"CCNG1",7.971012401,7.666425773,7.904965928,7.896948558,8.27336483,7.765168994,7.724142543,7.964460417,8.119102952,7.682959941,7.585607809,7.959118906,6.084923198,6.602452679,6.663088725,6.553115444,6.759957709,6.242582251
"AC008663.1",8.598721096,8.559671843,9.092036973,8.742585879,9.076993693,8.712354716,8.576945391,8.701440757,8.955297347,8.683878157,8.638877715,8.692061026,6.987105539,7.751479124,7.651174953,6.101312019,6.895343797,6.770121547
"AC008663.2",4.742675089,4.687920077,5.437908614,4.716133425,5.372714102,4.763746532,4.871489061,4.85544339,5.449000144,4.865104612,5.009368637,5.47895227,4.500950172,4.835623308,4.795534682,3.969589975,4.29528564,3.904827466
"AC138965.2",5.692568508,5.555247494,5.428915656,5.502904339,5.905579334,5.527269024,5.615625152,5.701558441,5.965611068,5.438092552,5.252951487,5.91239974,5.219547319,5.797121747,5.404985367,4.872935763,4.517226321,4.847259139
"SIMC1",7.9426947,7.883309637,7.992739295,8.053106284,8.249826456,7.925444355,7.732047623,7.999809176,8.069365891,7.903919224,7.807166124,7.729850804,7.056323481,7.311965547,7.51139059,7.013570648,7.25454129,7.096475686
"AC139795.1",7.9426947,7.883309637,7.992739295,8.053106284,8.249826456,7.925444355,7.732047623,7.999809176,8.069365891,7.903919224,7.807166124,7.729850804,7.056323481,7.311965547,7.51139059,7.013570648,7.25454129,7.096475686
"ATAT1",7.049854575,7.128820646,7.425654771,7.140953813,7.508042379,7.155061654,6.992616909,7.170071579,7.453438008,7.015002182,6.931897695,7.014078125,6.369556111,6.947857871,6.853966284,5.991296216,6.513347562,6.266516938
"HSPA1A",10.72711529,10.72592152,10.2182361,10.73046517,10.0692746,10.82168536,10.61946732,10.64965609,10.1548115,10.775626,10.77558814,10.02873879,9.668361742,9.43421372,9.468609812,9.546328983,9.248743973,9.908593825
"HSPA1B",10.72711529,10.72592152,10.2182361,10.73046517,10.0692746,10.82168536,10.61946732,10.64965609,10.1548115,10.775626,10.77558814,10.02873879,9.668361742,9.43421372,9.468609812,9.546328983,9.248743973,9.908593825
"PPT2",7.450578917,7.531506218,7.157924997,7.461660222,7.153547125,7.440087065,7.430685256,7.428457907,7.103450507,7.328516375,7.345499294,7.151635544,6.854177178,6.798180599,6.746594639,6.339278973,6.309263147,6.64612945
"EGFL8",7.450578917,7.531506218,7.157924997,7.461660222,7.153547125,7.440087065,7.430685256,7.428457907,7.103450507,7.328516375,7.345499294,7.151635544,6.854177178,6.798180599,6.746594639,6.339278973,6.309263147,6.64612945
"DXO",7.052036147,6.916354233,6.504243861,6.858427539,6.353573476,7.053913105,6.600614234,6.70030877,6.187605144,6.74949123,6.624181662,5.916478505,6.134689211,5.909289348,6.095803553,5.337941344,5.615138279,6.149887556
"AL845464.1",7.450578917,7.531506218,7.157924997,7.461660222,7.153547125,7.440087065,7.430685256,7.428457907,7.103450507,7.328516375,7.345499294,7.151635544,6.854177178,6.798180599,6.746594639,6.339278973,6.309263147,6.64612945
"AL662828.1",7.450578917,7.531506218,7.157924997,7.461660222,7.153547125,7.440087065,7.430685256,7.428457907,7.103450507,7.328516375,7.345499294,7.151635544,6.854177178,6.798180599,6.746594639,6.339278973,6.309263147,6.64612945
"PRKAR2B",7.440817939,7.21919225,7.736408183,7.333052709,7.619611699,7.297199387,7.17000736,7.447018466,7.766925736,7.220322241,7.270878104,7.39787063,6.346294997,6.785512912,6.601197414,6.717703758,6.656131714,6.12600552
"TTYH3",8.11556922,8.352412937,7.738273103,8.286814134,7.591195298,8.292691648,8.224345652,8.082759488,7.683392545,7.913984978,7.863022107,7.480814472,7.486860744,7.210412413,6.998978369,7.0054864,6.971428811,7.407020421
"NQO2",7.292913386,7.22697463,7.202427812,7.293405614,7.341718552,7.362631329,7.134243308,7.188757943,7.081665665,7.090737248,7.07446854,6.864070744,6.532565874,6.50211909,6.333783399,6.4899166,6.428249442,6.504938207
"RNF5P1",9.000364188,9.107063251,8.30212018,9.226915346,8.595137521,8.972787481,8.91956671,8.846131277,8.495809603,8.866444386,8.708159859,8.279647917,8.16396358,8.299972221,8.207546879,7.833155073,8.043984721,8.465583043
"ALDH5A1",7.005789397,7.114598989,6.557593236,7.251175042,6.441864073,7.16306658,7.027908549,7.241212935,6.333426351,7.281659483,6.925083166,6.578321062,6.185313727,5.515660143,5.903231841,5.988075357,5.682190007,6.126224411
